age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,country,salary,predicted_salary,id
"[17,21]",Private,70982,Associate,"(10,12]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,2544
"(43,54]",Private,166857,<= 12th,"[1,8]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,2545
"[17,21]",Private,183258,Some-college,"(9,10]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,2546
"(61,90]",Private,154035,High School,"(8,9]",Spouseless,Service,Child or other relative,Other,Male,<40,US,0,0,2547
"(37,43]",Private,115323,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,2548
"[17,21]",Private,33551,High School,"(8,9]",Spouseless,Transport-moving,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,2549
"(43,54]",Private,168262,Masters,"(13,16]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,1,0,2550
"(37,43]",Private,104196,High School,"(8,9]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2551
"(37,43]",State-gov,114055,Bachelors,"(12,13]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,2552
"(43,54]",Private,196571,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,2553
"(61,90]",Private,101607,High School,"(8,9]",Spouseless,Machine-op-inspct,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,2554
"(37,43]",Private,297449,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,2555
"(29,33]",Private,156025,High School,"(8,9]",Spouseless,Exec-managerial,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,2556
"(23,25]",Private,359985,<= 12th,"[1,8]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,<40,Non-US,0,0,2557
"(37,43]",Private,174717,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,2558
"(23,25]",Private,178255,Some-college,"(9,10]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Female,40,Non-US,0,0,2559
"(29,33]",State-gov,70617,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,<40,Non-US,0,0,2560
"(37,43]",Private,356934,Associate,"(10,12]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,40,US,1,0,2561
"(23,25]",Private,430084,Some-college,"(9,10]",Spouseless,Transport-moving,Not-in-family,Other,Male,40,US,0,0,2562
"(43,54]",Self-emp-not-inc,159869,Above Masters,"(13,16]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,1,2563
"[17,21]",Private,204641,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,2564
"[17,21]",Private,263340,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,2565
"(29,33]",Local-gov,511289,Associate,"(10,12]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,2566
"(25,29]",Private,302406,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,2567
"(33,35]",Local-gov,101517,Some-college,"(9,10]",Spouseless,Administration,Unmarried,White or Asian-Pac-Islander,Female,<40,US,0,0,2568
"(43,54]",State-gov,161334,Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,Non-US,0,0,2569
"(43,54]",Self-emp-not-inc,51620,Bachelors,"(12,13]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,2570
"(25,29]",Private,34292,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,2571
"[17,21]",Private,39529,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,2572
"[17,21]",Private,135315,<= 12th,"[1,8]",Spouseless,Sales,Child or other relative,Other,Female,<40,US,0,0,2573
"(37,43]",Private,111891,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,Other,Female,40,US,0,0,2574
"(43,54]",Private,159869,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,2575
"(25,29]",Private,207064,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2576
"(61,90]",Local-gov,88638,Masters,"(13,16]",Spouseless,Prof-specialty,Unmarried,White or Asian-Pac-Islander,Female,>40,US,1,0,2577
"(61,90]",Self-emp-inc,192230,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2578
"(29,33]",Private,292592,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,2579
"(25,29]",Private,330132,Bachelors,"(12,13]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Female,40,US,1,0,2580
"(33,35]",Local-gov,258037,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,1,0,2581
"(33,35]",State-gov,349066,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,2582
"(37,43]",Private,175120,High School,"(8,9]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,2583
"(25,29]",Private,253814,Bachelors,"(12,13]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,2584
"(33,35]",Self-emp-not-inc,102471,High School,"(8,9]",Spouseless,Agriculture,Not-in-family,White or Asian-Pac-Islander,Male,>40,Non-US,0,0,2585
"[17,21]",Private,211968,Associate,"(10,12]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,2586
"(37,43]",Federal-gov,32016,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,2587
"(33,35]",Private,306678,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2588
"[17,21]",Other,217769,Some-college,"(9,10]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,2589
"(33,35]",Local-gov,308945,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,2590
"(43,54]",Private,377757,<= 12th,"[1,8]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2591
"(33,35]",Private,139012,Bachelors,"(12,13]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,0,0,2592
"(25,29]",Federal-gov,329426,Bachelors,"(12,13]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,2593
"(61,90]",Self-emp-inc,181408,Associate,"(10,12]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,2594
"(43,54]",Local-gov,101950,Above Masters,"(13,16]",Spouseless,Prof-specialty,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,2595
"(54,61]",Self-emp-not-inc,32537,High School,"(8,9]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,2596
"(37,43]",Private,209547,High School,"(8,9]",Spouseless,Machine-op-inspct,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,2597
"(25,29]",Self-emp-not-inc,151476,Associate,"(10,12]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,2598
"(21,23]",Private,148315,Some-college,"(9,10]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,2599
"(61,90]",State-gov,159699,Bachelors,"(12,13]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,2600
"(29,33]",Self-emp-not-inc,175856,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,2601
"(37,43]",Local-gov,214242,Some-college,"(9,10]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,2602
"(29,33]",Self-emp-inc,124420,High School,"(8,9]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,2603
"(54,61]",Local-gov,283635,Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,2604
"(43,54]",Private,76482,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2605
"(21,23]",Private,184589,Bachelors,"(12,13]",Spouseless,Prof-specialty,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,2606
"(29,33]",Private,282611,Bachelors,"(12,13]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,2607
"(21,23]",State-gov,157541,Some-college,"(9,10]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,2608
"(54,61]",Private,120302,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2609
"(29,33]",Private,219110,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,2610
"[17,21]",Private,73679,Some-college,"(9,10]",Spouseless,Exec-managerial,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,2611
"(35,37]",Private,129263,Some-college,"(9,10]",Spouseless,Exec-managerial,Unmarried,White or Asian-Pac-Islander,Female,>40,US,0,0,2612
"(37,43]",Federal-gov,94937,Bachelors,"(12,13]",Spouseless,Administration,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,2613
"(43,54]",Private,220269,Some-college,"(9,10]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,2614
"(43,54]",Private,24013,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,2615
"(29,33]",State-gov,313729,Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,2616
"(21,23]",Private,215477,Some-college,"(9,10]",Spouseless,Transport-moving,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,2617
"(25,29]",Private,199903,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,2618
"(23,25]",Private,431861,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2619
"(35,37]",Local-gov,221740,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,<40,US,1,1,2620
"(54,61]",Private,202652,High School,"(8,9]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,2621
"(37,43]",Private,348960,High School,"(8,9]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2622
"(54,61]",Private,157932,<= 12th,"[1,8]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,2623
"(54,61]",Private,201344,Bachelors,"(12,13]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,2624
"(33,35]",Private,40067,Some-college,"(9,10]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2625
"(29,33]",Private,326862,Some-college,"(9,10]",Spouseless,Craft-repair,Child or other relative,Other,Male,40,US,0,0,2626
"(21,23]",Private,38251,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,2627
"(21,23]",Private,130724,Some-college,"(9,10]",Spouseless,Sales,Child or other relative,Other,Male,<40,US,0,0,2628
"(54,61]",Private,113912,Associate,"(10,12]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,<40,US,0,0,2629
"(61,90]",Private,135480,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,2630
"(61,90]",State-gov,114650,<= 12th,"[1,8]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2631
"(25,29]",Self-emp-not-inc,240172,Bachelors,"(12,13]",Spouseless,Exec-managerial,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,0,0,2632
"(25,29]",Private,184831,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2633
"(43,54]",Self-emp-inc,177727,<= 12th,"[1,8]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,2634
"(35,37]",Private,311255,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,Other,Male,40,Non-US,0,0,2635
"(21,23]",Private,214227,Associate,"(10,12]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,2636
"(37,43]",Private,115849,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2637
"(43,54]",Private,31460,High School,"(8,9]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,2638
"(25,29]",Private,141824,Some-college,"(9,10]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,2639
"(43,54]",State-gov,192779,Associate,"(10,12]",Spouseless,Administration,Unmarried,White or Asian-Pac-Islander,Male,<40,US,1,0,2640
"(29,33]",Private,132601,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,2641
"(43,54]",Federal-gov,45487,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,2642
"(37,43]",Private,199303,High School,"(8,9]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2643
"(29,33]",Local-gov,158092,Some-college,"(9,10]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,2644
"(21,23]",Other,335453,Some-college,"(9,10]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,2645
"(25,29]",Private,243660,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,2646
"(43,54]",Private,50385,Bachelors,"(12,13]",Spouseless,Exec-managerial,Not-in-family,Other,Female,>40,US,1,0,2647
"(43,54]",State-gov,187581,Associate,"(10,12]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,2648
"(37,43]",Local-gov,176716,Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,2649
"(25,29]",Local-gov,124680,Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,2650
"(37,43]",Private,114678,High School,"(8,9]",Spouseless,Service,Unmarried,Other,Female,40,US,0,0,2651
"(43,54]",State-gov,142856,High School,"(8,9]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,2652
"(54,61]",Self-emp-inc,67433,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,2653
"(35,37]",Private,79649,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2654
"(54,61]",Self-emp-not-inc,217692,High School,"(8,9]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,2655
"[17,21]",Other,276864,Some-college,"(9,10]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,2656
"(43,54]",Private,171484,<= 12th,"[1,8]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,2657
"(54,61]",Private,36990,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,Other,Male,>40,US,0,0,2658
"(29,33]",Private,198211,High School,"(8,9]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2659
"(25,29]",Private,245790,High School,"(8,9]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,2660
"(54,61]",Private,182687,Associate,"(10,12]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,2661
"(43,54]",Local-gov,173584,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,2662
"(33,35]",Private,319854,Above Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,40,Non-US,1,0,2663
"(33,35]",Private,186934,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,2664
"(54,61]",Private,372181,High School,"(8,9]",Spouseless,Sales,Unmarried,White or Asian-Pac-Islander,Female,40,US,1,0,2665
"(33,35]",Self-emp-inc,338320,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,2666
"(61,90]",Self-emp-inc,169717,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,2667
"(29,33]",Private,119432,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,2668
"[17,21]",Private,200876,<= 12th,"[1,8]",Spouseless,Transport-moving,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,2669
"(37,43]",Private,188199,<= 12th,"[1,8]",Spouseless,Service,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,2670
"(43,54]",Local-gov,204325,Some-college,"(9,10]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,2671
"(43,54]",Private,231515,Associate,"(10,12]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,>40,Non-US,0,0,2672
"(29,33]",Private,88913,Some-college,"(9,10]",Spouseless,Service,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,2673
"(35,37]",Private,308945,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2674
"(37,43]",Self-emp-not-inc,100316,Bachelors,"(12,13]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,2675
"(37,43]",Private,186916,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,1,2676
"(29,33]",Private,242460,High School,"(8,9]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,2677
"(21,23]",Private,51262,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,2678
"(43,54]",Private,89028,High School,"(8,9]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,40,US,1,0,2679
"(35,37]",Private,194630,Some-college,"(9,10]",Spouseless,Sales,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,2680
"[17,21]",Self-emp-not-inc,212207,High School,"(8,9]",Spouseless,Agriculture,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,2681
"(35,37]",Private,193026,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,2682
"(61,90]",Private,103021,<= 12th,"[1,8]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,2683
"(43,54]",Private,259479,High School,"(8,9]",Spouseless,Transport-moving,Unmarried,White or Asian-Pac-Islander,Male,>40,US,0,0,2684
"(37,43]",Private,37402,Masters,"(13,16]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,2685
